id:CBS20001006.1000.0074-EV1	 text:刚刚宣誓就任的 行政院长张俊雄也应邀参加成立典礼并且致词表示，我们的政治文化过去是以对抗、对立没有合 作的文化，以致于付出了很大的代价，但是现在环境不同了，应该以合作代替对抗	 trigger:成立	 sub_type:Start-Org
id:CBS20001006.1000.0074-EV2	 text:刚刚宣誓就任的 行政院长张俊雄也应邀参加成立典礼并且致词表示，我们的政治文化过去是以对抗、对立没有合 作的文化，以致于付出了很大的代价，但是现在环境不同了，应该以合作代替对抗	 trigger:就任	 sub_type:Start-Position
id:CBS20001006.1000.0874-EV1	 text:南斯拉夫反对党发起的大规模非暴力抗争活动5号演变在暴力抗争	 trigger:抗争	 sub_type:Attack
id:CBS20001006.1000.0874-EV2	 text:米洛 舍维奇被迫逃离贝尔格勒	 trigger:逃离	 sub_type:Transport
id:CBS20001006.1000.0874-EV3	 text:获胜的反对派塞尔维亚民主反对联盟6号早上成立危机处理委员会，负 责监督权力转移事宜	 trigger:成立	 sub_type:Start-Org
id:CBS20001006.1000.0874-EV4	 text:俄罗斯总统普京6号早上也已经派遣外交部长伊万诺夫前往当地，希望协助化解这次南斯拉夫的政 治危机	 trigger:前往	 sub_type:Transport
id:CBS20001006.1000.0874-EV5	 text:科什图 尼察过去以追求学术为职志，直到1974年因为反动立场被贝尔格勒法学院解职，被迫离开学术圈	 trigger:解职	 sub_type:End-Position
id:CBS20001006.1000.0874-EV6	 text:科什图尼察并且在1990年初期加入反对运动，然后在1992年成立塞尔维亚民主党	 trigger:成立	 sub_type:Start-Org
id:CBS20001006.1000.0874-EV7	 text:对于目前行踪不明的米洛舍维奇则是出生在塞尔维亚的中部工业城	 trigger:出生	 sub_type:Be-Born
id:CBS20001006.1000.0874-EV8	 text:母亲是 一位老师，但是他的母亲在米洛舍维奇年青的时候就已经自杀去逝了	 trigger:自杀	 sub_type:Attack
id:CBS20001006.1000.0874-EV9	 text:母亲是 一位老师，但是他的母亲在米洛舍维奇年青的时候就已经自杀去逝了	 trigger:去逝	 sub_type:Die
id:CBS20001006.1000.0874-EV10	 text:米洛舍维奇后来在党内的势力可以说是扶摇直上，经历过许多的企业要职，其中还包瓜了出任 主要的国营银行总裁	 trigger:出任	 sub_type:Start-Position
id:CBS20001006.1000.0874-EV11	 text:在南斯拉夫联邦逐渐瓦解的同时，米洛舍维 奇运用塞尔维亚的民主情绪，在1989年当选为塞尔维亚总统	 trigger:当选	 sub_type:Elect
id:CBS20001006.1000.0874-EV12	 text:而他主张的塞尔维亚至上观念，也 导致克罗埃西亚、斯洛维尼亚、波斯尼亚和科索沃的战火连连，人民生活民不聊生	 trigger:战火连连	 sub_type:Attack
id:CBS20001006.1000.0874-EV13	 text:这些在他执政期间支持他的主要势力，6号早上在贝尔格勒集会	 trigger:集会	 sub_type:Meet
id:CBS20001006.1000.0874-EV14	 text:多达30万民众强行闯入贝尔格 勒国会大厦，逼迫南斯拉夫总统米洛舍维奇坦诚在9月24号的大选当中败给对手科什图尼察	 trigger:闯入	 sub_type:Transport
id:CBS20001008.1000.0271-EV1	 text:府外则有包瓜戏团、交响乐表演义卖的“全家出游总统府，欢欣鼓舞庆双十”活动，吸引了大批 的人潮	 trigger:出游	 sub_type:Transport
id:CBS20001008.1000.0271-EV2	 text:等我再长大了一点，总统府前广场路大地宽，是示威、抗议的好场所	 trigger:示威	 sub_type:Demonstrate
id:CBS20001008.1000.0271-EV3	 text:等他更长大了一点，总统府前 广场路大地宽，是示威、抗议的好场所	 trigger:抗议	 sub_type:Demonstrate
id:CBS20001008.1000.0271-EV4	 text:等我再长大了一点，我 们的年青朋友到这里来跳舞	 trigger:到	 sub_type:Transport
id:CBS20001008.1000.0271-EV5	 text:总统府在陈水扁总统就任以来在双十国庆之前的8号星期日首度开放参观	 trigger:就任	 sub_type:Start-Position
id:CBS20001008.1000.0271-EV6	 text:陈总统表示，对 一个台南小孩来说这是一个永远只能在电视上看到，神圣不可侵犯的地方。长大了来到台北念书 、工作，这是一个只有元旦升旗、双十阅兵或是假日写生的地方	 trigger:来到	 sub_type:Transport
id:CBS20001008.1000.0742-EV1	 text:官员并且批评以色列对叙利亚、巴勒斯坦 、以及黎巴嫩的侵略	 trigger:侵略	 sub_type:Attack
id:CBS20001008.1000.0742-EV2	 text:叙利亚执政党的报纸也呼吁国际社会进行紧急干预，结束以色列的进一 步入侵	 trigger:入侵	 sub_type:Attack
id:CBS20001008.1000.0742-EV3	 text:以色列士兵7号在以色列和黎巴嫩的边界对一群扔石头的巴勒斯坦示威者开火，结果造成 两名巴勒斯坦人丧生和10多人受伤	 trigger:开火	 sub_type:Attack
id:CBS20001008.1000.0742-EV4	 text:以色列士兵7号在以色列和黎巴嫩的边界对一群扔石头的巴勒斯坦示威者开火，结果造成 两名巴勒斯坦人丧生和10多人受伤	 trigger:扔	 sub_type:Attack
id:CBS20001008.1000.0742-EV5	 text:以色列士兵7号在以色列和黎巴嫩的边界对一群扔石头的巴勒斯坦示威者开火，结果造成 两名巴勒斯坦人丧生和10多人受伤	 trigger:丧生	 sub_type:Die
id:CBS20001008.1000.0742-EV6	 text:以色列士兵7号在以色列和黎巴嫩的边界对一群扔石头的巴勒斯坦示威者开火，结果造成 两名巴勒斯坦人丧生和10多人受伤	 trigger:受伤	 sub_type:Injure
id:CBS20001008.1000.0742-EV7	 text:真主党对于是飞弹攻击以色列的奇巴农场区域，并且狭持了 3名以色列士兵	 trigger:攻击	 sub_type:Attack
id:CBS20001016.0800.0768-EV1	 text:莫 斯科索非常愤怒地指责哥国武装团体的暴行并下令警察署立刻加派警力前往边境加强保护	 trigger:暴行	 sub_type:Attack
id:CBS20001016.0800.0768-EV2	 text:哥伦比 亚武装分子日前越过边境，在巴拿马大林省杀害一名12岁儿童并打伤12人，伤者中有3名警察	 trigger:越过	 sub_type:Transport
id:CBS20001016.0800.0768-EV3	 text:哥伦比 亚武装分子日前越过边境，在巴拿马大林省杀害一名12岁儿童并打伤12人，伤者中有3名警察	 trigger:杀害	 sub_type:Die
id:CBS20001016.0800.0768-EV4	 text:哥伦比 亚武装分子日前越过边境，在巴拿马大林省杀害一名12岁儿童并打伤12人，伤者中有3名警察	 trigger:打	 sub_type:Attack
id:CBS20001016.0800.0768-EV5	 text:莫 斯科索非常愤怒地指责哥国武装团体的暴行并下令警察署立刻加派警力前往边境加强保护	 trigger:前往	 sub_type:Transport
id:CBS20001016.0800.0768-EV6	 text:哥伦比 亚武装分子日前越过边境，在巴拿马大林省杀害一名12岁儿童并打伤12人，伤者中有3名警察	 trigger:伤	 sub_type:Injure
id:CBS20001020.1000.1040-EV1	 text:两名妇女认为丈夫包二奶 已非一、两年，突然提出离婚就是因为人口普查有机可趁，想趁机为非婚生子女报户口，再弃旧 娶新，二奶变大婆	 trigger:娶	 sub_type:Marry
id:CBS20001020.1000.1040-EV2	 text:不少偷养私生子的男子纷纷要求与原配离婚	 trigger:离婚	 sub_type:Divorce
id:CBS20001020.1000.1040-EV3	 text:香港《民报》20 号报道，广州市妇联日前接待两名投诉妇女	 trigger:接待	 sub_type:Meet
id:CBS20001020.1000.1040-EV4	 text:两名妇女认为丈夫包二奶 已非一、两年，突然提出离婚就是因为人口普查有机可趁，想趁机为非婚生子女报户口，再弃旧 娶新，二奶变大婆	 trigger:离婚	 sub_type:Divorce
id:CBS20001020.1000.1040-EV5	 text:这次普查规定私生子女登记普查之后便可以入 户口，引发了广州出现了离婚潮	 trigger:私生	 sub_type:Be-Born
id:CBS20001020.1000.1040-EV6	 text:两名妇女认为丈夫包二奶 已非一、两年，突然提出离婚就是因为人口普查有机可趁，想趁机为非婚生子女报户口，再弃旧 娶新，二奶变大婆	 trigger:生	 sub_type:Be-Born
id:CBS20001021.1000.0347-EV1	 text:日前梵 蒂冈国际广播电台报道指出，越南湄公河地区因为连续豪雨造成300多人死亡，其中儿童占了236 人，预请国际社会救助	 trigger:死亡	 sub_type:Die
id:CBS20001021.1000.0347-EV2	 text:为了响应教廷人道关怀号召，中华民国驻教廷大使馆特别透过教廷意兴 委员会主席高德士总主教代表中华民国政府捐赠2500美元，供作救助水灾难民之用	 trigger:捐赠	 sub_type:Transfer-Money
id:CBS20001023.1000.1067-EV1	 text:为了克林顿平壤之行铺路的奥尔布赖特将在平壤停留到25号，接着将搭乘专机寻着南、北 韩黄海直航航线飞往汉城访问，向南韩总统金大中以及高层人士说明平壤之行的成果	 trigger:行	 sub_type:Transport
id:CBS20001023.1000.1067-EV2	 text:北韩最高领导人金正日今天在北韩时间23号下午3点突然前往平壤百花院迎宾馆和23号早上抵达平 壤的美国国务卿奥尔布赖特就北韩研发飞弹、反恐怖活动等等阻碍北韩和美国关系正常化的问题 进行3个小时的会谈	 trigger:前往	 sub_type:Transport
id:CBS20001023.1000.1067-EV3	 text:北韩最高领导人金正日今天在北韩时间23号下午3点突然前往平壤百花院迎宾馆和23号早上抵达平 壤的美国国务卿奥尔布赖特就北韩研发飞弹、反恐怖活动等等阻碍北韩和美国关系正常化的问题 进行3个小时的会谈	 trigger:抵达	 sub_type:Transport
id:CBS20001023.1000.1067-EV4	 text:金正日提前会晤奥尔布赖 特，也使得奥卿在平壤的访问行程大幅调动	 trigger:会晤	 sub_type:Meet
id:CBS20001023.1000.1067-EV5	 text:一般相信对于终止北韩研发飞弹计划、反恐怖活动、美国和北韩关 系正常化，以及美国总统克林顿的平壤之行等等问题有了相当的进展	 trigger:行	 sub_type:Transport
id:CBS20001023.1000.1067-EV6	 text:她原定和北韩国防委员会第一副委员长兼人民军总 政治局局长赵明录、最高人民会议常任委员长金永南、外交部长白南纯举行会谈，以及观赏世界 一流水准的平壤杂技团表演等等，也被迫延后到24号进行	 trigger:会谈	 sub_type:Meet
id:CBS20001023.1000.1067-EV7	 text:为了克林顿平壤之行铺路的奥尔布赖特将在平壤停留到25号，接着将搭乘专机寻着南、北 韩黄海直航航线飞往汉城访问，向南韩总统金大中以及高层人士说明平壤之行的成果	 trigger:飞往	 sub_type:Transport
id:CBS20001026.1000.0053-EV1	 text:原本预料陈水扁总统在27号的扁连会中和国民党主席连战提及有关前行政院长，现任国民党副主 席肖万长代表陈总统参加亚太经合会大量正式领袖会议的可能性	 trigger:会	 sub_type:Meet
id:CBS20001026.1000.0053-EV2	 text:尤希昆表示，日前陈总统亲自打电话给肖万长询问他的意愿，肖万长表示同意之后，为尊重国民 党，总统也亲自致电主席连战	 trigger:致电	 sub_type:Phone-Write
id:CBS20001026.1000.0053-EV3	 text:尤希昆表示，日前陈总统亲自打电话给肖万长询问他的意愿，肖万长表示同意之后，为尊重国民 党，总统也亲自致电主席连战	 trigger:打电话	 sub_type:Phone-Write
id:CBS20001027.1000.0518-EV1	 text:而医师指出，这名死者是因为发生了血栓，而血栓流入 了心脏，造成了猝死，也就是所谓的“经济舱症候群	 trigger:猝死	 sub_type:Die
id:CBS20001027.1000.0518-EV2	 text:在医学上提倡重视健康的人士指出，每 年有好几千名的乘客因为深度的静脉栓塞而丧生	 trigger:丧生	 sub_type:Die
id:CBS20001030.1000.0617-EV1	 text:目前正在狱中服刑的民主党创办人王友才的妻子胡江霞表示，为了敦促中 共遵守两项保障人权的公约，她和5名民主党创办人包括吴玉龙、祝正明、毛庆祥、朱玉夫以及徐 光的妻子共同联署发表一封公开信，要求人大立法，明确保障人权，并且释放所有被判刑的政治 犯	 trigger:公开信	 sub_type:Phone-Write
id:CBS20001030.1000.0617-EV2	 text:目前正在狱中服刑的民主党创办人王友才的妻子胡江霞表示，为了敦促中 共遵守两项保障人权的公约，她和5名民主党创办人包括吴玉龙、祝正明、毛庆祥、朱玉夫以及徐 光的妻子共同联署发表一封公开信，要求人大立法，明确保障人权，并且释放所有被判刑的政治 犯	 trigger:释放	 sub_type:Release-Parole
id:CBS20001030.1000.0617-EV3	 text:虽然中共当局在1997年跟98年底先后签署了两项《经济、文化、社会和公民权利》跟《政治权利 保障人权》的国际公约，但是在98年底中共就拘捕了中国民主党创办人，包括王友才及徐文丽等 20多名党员，当中多名核心成员还被当局以“颠覆罪”判处重刑	 trigger:判处	 sub_type:Sentence
id:CBS20001030.1000.0617-EV4	 text:虽然中共当局在1997年跟98年底先后签署了两项《经济、文化、社会和公民权利》跟《政治权利 保障人权》的国际公约，但是在98年底中共就拘捕了中国民主党创办人，包括王友才及徐文丽等 20多名党员，当中多名核心成员还被当局以“颠覆罪”判处重刑	 trigger:拘捕	 sub_type:Arrest-Jail
id:CBS20001101.1000.0000-EV1	 text:另外香港机场管理局也宣布到下午5点为止，香港飞往台北 的班机有6班，飞往高雄的有1班	 trigger:飞往	 sub_type:Transport
id:CBS20001101.1000.0000-EV2	 text:另外香港机场管理局也宣布到下午5点为止，香港飞往台北 的班机有6班，飞往高雄的有1班	 trigger:飞往	 sub_type:Transport
id:CBS20001101.1000.0000-EV3	 text:除了导致大批旅客 包括许多准备前往台北采访空难的新闻记者滞留在香港机场	 trigger:前往	 sub_type:Transport
id:CBS20001101.1000.0000-EV4	 text:直到下午2：17分日本亚细亚航空公 司开出第一班离港到台北的班机才疏导了滞留在机场的旅客	 trigger:开出	 sub_type:Transport
id:CBS20001102.1000.0558-EV1	 text:3个人遭到大量幅射线的照射	 trigger:照射	 sub_type:Injure
id:CBS20001102.1000.0558-EV2	 text:这起事故造成了至少439人遭到幅射照射，并且迫使临近地区的32万名 原著民躲在家中避难长达1天以上	 trigger:照射	 sub_type:Injure
id:CBS20001102.1000.0558-EV3	 text:日本时事新闻社和nhk2号报道 ，因为东海村油燃料加工厂去年9月发生核灾事故而被起诉的6名员工，包括因为作业不慎引发事 故的3名现场作业员之一的滕川丰和、54岁的前所长月岛间三	 trigger:起诉	 sub_type:Sue
id:CBS20001102.1000.0558-EV4	 text:月岛因为涉嫌违反日本核子安全法 和代忽监督职守在上个月被逮	 trigger:逮	 sub_type:Arrest-Jail
id:CBS20001102.1000.0558-EV5	 text:有2个人在医院丧生	 trigger:丧生	 sub_type:Die
id:CBS20001103.1000.0823-EV1	 text:北韩代表团成员则是向记者表示，会谈的 气氛严肃，但是十分具有建设性	 trigger:会谈	 sub_type:Meet
id:CBS20001103.1000.0823-EV2	 text:至于美国总统克林顿是否访问平壤的问题，艾恩 宏表示，将等他们回报华府之后再决定下一步的作法	 trigger:访问	 sub_type:Transport
id:CBS20001103.1000.0823-EV3	 text:不过目前还没有消息传出，美国和北韩下一回合的会谈将在什么时候举行，也无法得知这次会中 双方达成了哪些协议	 trigger:会谈	 sub_type:Meet
id:CBS20001103.1000.0823-EV4	 text:这次在克林顿明年1月卸任前召开的飞弹会谈有助于北韩这个贫穷国家结束 过去几十年来独立于国际社会的局面，朝向获得国际社会认可的目标前进	 trigger:卸任	 sub_type:End-Position
id:CBS20001106.1000.0036-EV1	 text:而由于肇事原因指向人为因素，因此 桃园地检署也积极的介入办案，并不排除以“业务过失致死”起诉3位机师	 trigger:致死	 sub_type:Die
id:CBS20001106.1000.0036-EV2	 text:而由于肇事原因指向人为因素，因此 桃园地检署也积极的介入办案，并不排除以“业务过失致死”起诉3位机师	 trigger:起诉	 sub_type:Charge-Indict
id:CBS20001106.1000.1007-EV1	 text:另外联合国官员也表示，根据联合国制裁行 动，伊拉克飞机飞越禁航区的行动是违法的	 trigger:飞越	 sub_type:Transport
id:CBS20001106.1000.1007-EV2	 text:伊拉克航空公司昨天5号派遣两架老旧的俄罗斯制造的客机飞越禁航区	 trigger:飞越	 sub_type:Transport
id:CBS20001106.1000.1007-EV3	 text:根据伊拉克新闻社报导，伊拉克两架民航机6号分别飞越南北两个禁航区	 trigger:飞越	 sub_type:Transport
